"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"7333",282,29234,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",2,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7334",282,4484,"Mary is pregnant","M","F","say","Did Patrick say that Mary is pregnant?","1","C","No",3,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7335",282,3744,"Charley speaks Spanish","F","F","establish","Did Anna establish that Charley speaks Spanish?","20","NonProj","No",4,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7336",282,14606,"Emily bought a car yesterday","M","F","admit","Did Brian admit that Emily bought a car yesterday?","8","C","No",5,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7337",282,4526,"Owen shoveled snow last winter","F","F","be_annoyed","Is Cynthia annoyed that Owen shoveled snow last winter?","17","NonProj","Yes",6,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7338",282,7054,"Frank got a cat","F","F","acknowledge","Did Melissa acknowledge that Frank got a cat?","12","C","No",7,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7339",282,3192,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",8,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7340",282,7664,"Zoe calculated the tip","M","F","inform","Did Tim inform Sam that Zoe calculated the tip?","10","C","Yes",9,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7341",282,4649,"Tony had a drink last night","F","F","confess","Did Rebecca confess that Tony had a drink last night?","15","C","Yes",10,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7342",282,2662,"Grace visited her sister","M","F","confirm","Did Andrew confirm that Grace visited her sister?","9","C","No",11,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7343",282,3196,"Isabella ate a steak on Sunday","M","F","see","Did Kevin see that Isabella ate a steak on Sunday?","7","NonProj","Yes",12,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7344",282,2588,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",13,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7345",282,2861,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",14,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7346",282,4033,"Jackson ran 10 miles","F","F","think","Does Laura think that Jackson ran 10 miles?","13","NonProj","No",15,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7347",282,2972,"Danny ate the last cupcake","F","M","know","Does Amanda know that Danny ate the last cupcake?","11","NonProj","Yes",16,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7348",282,2862,"Mia drank 2 cocktails last night","M","M","be_right","Is Ray right that Mia drank 2 cocktails last night?","6","C","No",17,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7349",282,2670,"Vanessa is good at math",NA,"M","MC","Is Vanessa good at math?","control4","control","No",18,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7350",282,5186,"Jon walks to work","F","M","pretend","Did Ruth pretend that Jon walks to work?","19","NonProj","No",19,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7351",282,3639,"Josie went on vacation to France","M","F","discover","Did Scott discover that Josie went on vacation to France?","2","NonProj","Yes",20,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7352",282,3151,"Olivia sleeps until noon","M","M","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","No",21,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7353",282,4490,"Josh learned to ride a bike yesterday","F","F","announce","Did Sharon announce that Josh learned to ride a bike yesterday?","16","C","Yes",22,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7354",282,3752,"Emma studied on Saturday morning","M","F","suggest","Did Justin suggest that Emma studied on Saturday morning?","3","C","No",23,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7355",282,2556,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",24,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7356",282,2563,"Julian dances salsa","F","M","demonstrate","Did Kathleen demonstrate that Julian dances salsa?","18","C","No",25,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7357",282,4788,"Jayden rented a car","F","M","reveal","Did Stephanie reveal that Jayden rented a car?","14","NonProj","No",26,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,0
"7358",282,4121,"Sophia got a tattoo","M","F","hear","Did Ben hear that Sophia got a tattoo?","5","C","Yes",27,48,"English","Yes","y","m","I wasn&quotechart confused about anything, it was fine. $2.00 would be a fair price.",2.28738333333333,1
"7359",283,11804,"Mary is pregnant","M","F","inform","Did Patrick inform Sam that Mary is pregnant?","1","C","No",2,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7360",283,16536,"Isabella ate a steak on Sunday","M","F","confirm","Did Kevin confirm that Isabella ate a steak on Sunday?","7","C","No",3,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7361",283,9875,"Josie went on vacation to France","M","F","discover","Did Scott discover that Josie went on vacation to France?","2","NonProj","Yes",4,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7362",283,13063,"Grace visited her sister","M","F","admit","Did Andrew admit that Grace visited her sister?","9","C","Yes",5,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7363",283,5647,"Emma studied on Saturday morning","M","M","hear","Did Justin hear that Emma studied on Saturday morning?","3","C","No",6,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7364",283,6182,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",7,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7365",283,7226,"Sophia got a tattoo","M","F","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No",8,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7366",283,14569,"Olivia sleeps until noon","M","F","prove","Did Jerry prove that Olivia sleeps until noon?","4","C","No",9,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7367",283,5025,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",10,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7368",283,5629,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",11,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7369",283,5823,"Owen shoveled snow last winter","F","M","establish","Did Cynthia establish that Owen shoveled snow last winter?","17","NonProj","No",12,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7370",283,5051,"Charley speaks Spanish","F","F","suggest","Did Anna suggest that Charley speaks Spanish?","20","C","No",13,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7371",283,4039,"Jon walks to work","F","F","say","Did Ruth say that Jon walks to work?","19","C","No",14,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7372",283,10498,"Julian dances salsa","F","F","see","Did Kathleen see that Julian dances salsa?","18","NonProj","Yes",15,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7373",283,11158,"Tony had a drink last night","F","M","demonstrate","Did Rebecca demonstrate that Tony had a drink last night?","15","C","No",16,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7374",283,13799,"Emily bought a car yesterday","M","M","confess","Did Brian confess that Emily bought a car yesterday?","8","C","Yes",17,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7375",283,4127,"Jackson ran 10 miles","F","F","be_right","Is Laura right that Jackson ran 10 miles?","13","C","No",18,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7376",283,6001,"Zoe calculated the tip","M","M","be_annoyed","Is Tim annoyed that Zoe calculated the tip?","10","NonProj","Yes",19,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7377",283,2334,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",20,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7378",283,9275,"Jayden rented a car","F","M","acknowledge","Did Stephanie acknowledge that Jayden rented a car?","14","C","Yes",21,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7379",283,6858,"Josh learned to ride a bike yesterday","F","F","know","Does Sharon know that Josh learned to ride a bike yesterday?","16","NonProj","Yes",22,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,1
"7380",283,7046,"Danny ate the last cupcake","F","M","announce","Did Amanda announce that Danny ate the last cupcake?","11","C","No",23,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7381",283,3098,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",24,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7382",283,6319,"Mia drank 2 cocktails last night","M","M","think","Does Ray think that Mia drank 2 cocktails last night?","6","NonProj","No",25,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7383",283,9977,"Frank got a cat","F","F","reveal","Did Melissa reveal that Frank got a cat?","12","NonProj","No",26,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7384",283,3511,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",27,44,"English","Yes","y","m","Price was fine. Thanks and good luck with your research. ",3.40783333333333,0
"7385",284,6118,"Josie went on vacation to France","M","F","know","Does Scott know that Josie went on vacation to France?","2","NonProj","Yes",2,49,"english","Yes","y","m","",2.02655,1
"7386",284,8512,"Owen shoveled snow last winter","F","F","acknowledge","Did Cynthia acknowledge that Owen shoveled snow last winter?","17","C","Yes",3,49,"english","Yes","y","m","",2.02655,1
"7387",284,2317,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",4,49,"english","Yes","y","m","",2.02655,0
"7388",284,4986,"Frank got a cat","F","M","be_annoyed","Is Melissa annoyed that Frank got a cat?","12","NonProj","Yes",5,49,"english","Yes","y","m","",2.02655,1
"7389",284,4422,"Emma studied on Saturday morning","M","F","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","No",6,49,"english","Yes","y","m","",2.02655,0
"7390",284,2481,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",7,49,"english","Yes","y","m","",2.02655,0
"7391",284,9352,"Zoe calculated the tip","M","F","say","Did Tim say that Zoe calculated the tip?","10","C","No",8,49,"english","Yes","y","m","",2.02655,0
"7392",284,2665,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",9,49,"english","Yes","y","m","",2.02655,0
"7393",284,3786,"Josh learned to ride a bike yesterday","F","F","demonstrate","Did Sharon demonstrate that Josh learned to ride a bike yesterday?","16","C","No",10,49,"english","Yes","y","m","",2.02655,0
"7394",284,4840,"Mary is pregnant","M","M","prove","Did Patrick prove that Mary is pregnant?","1","C","No",11,49,"english","Yes","y","m","",2.02655,0
"7395",284,4443,"Sophia got a tattoo","M","F","be_right","Is Ben right that Sophia got a tattoo?","5","C","No",12,49,"english","Yes","y","m","",2.02655,0
"7396",284,5124,"Grace visited her sister","M","F","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No",13,49,"english","Yes","y","m","",2.02655,0
"7397",284,4053,"Mary&quotechars aunt is sick",NA,"M","MC","Is Mary&quotechars aunt sick?","control2","control","No",14,49,"english","Yes","y","m","",2.02655,0
