"","X","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","asses","american","gender","comments","Answer.time_in_minutes","predicateClause"
"3808",4144,147,2277,"F","M","Jackson ran 10 miles","confirm","13","C",0.93,32,26,"English","Yes",0,"Female","",4.78,"confirm.Jackson ran 10 miles"
"3809",4145,148,12059,"M","F","Emma studied on Saturday morning","be_right","3","C",0.98,5,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"be_right_that.Emma studied on Saturday morning"
"3810",4146,148,10346,"M","F","Grace visited her sister","say","9","C",0.99,6,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"say.Grace visited her sister"
"3813",4149,148,9047,"M","F","Mary is pregnant","discover","1","NonProj",0.98,9,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"discover.Mary is pregnant"
"3814",4150,148,27418,"F","F","Danny ate the last cupcake","announce","11","C",0.99,10,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"announce.Danny ate the last cupcake"
"3815",4151,148,6403,"F","M","Frank got a cat","establish","12","NonProj",0.97,11,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"establish.Frank got a cat"
"3818",4154,148,8370,"F","F","Charley speaks Spanish","confirm","20","C",0.97,14,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"confirm.Charley speaks Spanish"
"3819",4155,148,11087,"M","F","Mia drank 2 cocktails last night","hear","6","C",0.45,15,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"hear.Mia drank 2 cocktails last night"
"3821",4157,148,34456,"M","F","Emily bought a car yesterday","pretend","8","NonProj",0.03,17,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"pretend.Emily bought a car yesterday"
"3822",4158,148,66432,"M","M","Zoe calculated the tip","inform","10","C",0.97,18,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"inform_Sam.Zoe calculated the tip"
"3823",4159,148,5702,"M","M","Isabella ate a steak on Sunday","see","7","NonProj",1,19,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"see.Isabella ate a steak on Sunday"
"3824",4160,148,7176,"F","F","Jayden rented a car","think","14","NonProj",0.47,20,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"think.Jayden rented a car"
"3825",4161,148,40480,"F","M","Jackson ran 10 miles","demonstrate","13","C",0.92,21,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"demonstrate.Jackson ran 10 miles"
"3827",4163,148,16958,"F","M","Tony had a drink last night","know","15","NonProj",0.98,23,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"know.Tony had a drink last night"
"3828",4164,148,11170,"M","M","Josie went on vacation to France","suggest","2","C",0.7,24,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"suggest.Josie went on vacation to France"
"3829",4165,148,20970,"M","M","Olivia sleeps until noon","acknowledge","4","C",0.98,25,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"acknowledge.Olivia sleeps until noon"
"3830",4166,148,7239,"F","M","Julian dances salsa","be_annoyed","18","NonProj",0.99,26,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"annoyed.Julian dances salsa"
"3831",4167,148,49467,"M","F","Sophia got a tattoo","admit","5","C",0.98,27,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"admit.Sophia got a tattoo"
"3832",4168,148,58994,"F","M","Owen shoveled snow last winter","prove","17","C",0.96,28,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"prove.Owen shoveled snow last winter"
"3834",4170,148,12763,"F","F","Josh learned to ride a bike yesterday","confess","16","C",0.98,30,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"confess.Josh learned to ride a bike yesterday"
"3836",4172,148,29637,"F","F","Jon walks to work","reveal","19","NonProj",0.97,32,31,"English","Yes",0,"Female","I did not have any issues during this experiment. I also am satisfied with the pay for my work. Thank you and enjoy your day!",11.9,"reveal.Jon walks to work"
"3837",4173,149,10945,"M","M","Emily bought a car yesterday","reveal","8","NonProj",0.99,5,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"reveal.Emily bought a car yesterday"
"3838",4174,149,16533,"M","F","Isabella ate a steak on Sunday","suggest","7","C",0.02,6,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"suggest.Isabella ate a steak on Sunday"
"3839",4175,149,5783,"M","M","Sophia got a tattoo","think","5","NonProj",0.01,7,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"think.Sophia got a tattoo"
"3840",4176,149,7345,"F","F","Jon walks to work","admit","19","C",0.98,8,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"admit.Jon walks to work"
"3841",4177,149,10251,"F","F","Julian dances salsa","demonstrate","18","C",0.99,9,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"demonstrate.Julian dances salsa"
"3842",4178,149,4811,"M","F","Mary is pregnant","announce","1","C",0.99,10,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"announce.Mary is pregnant"
"3843",4179,149,8419,"F","M","Owen shoveled snow last winter","prove","17","C",0.98,11,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"prove.Owen shoveled snow last winter"
"3844",4180,149,5476,"M","F","Grace visited her sister","confess","9","C",0.98,12,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"confess.Grace visited her sister"
"3845",4181,149,7619,"F","F","Jayden rented a car","say","14","C",0.98,13,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"say.Jayden rented a car"
"3849",4185,149,10525,"M","M","Emma studied on Saturday morning","discover","3","NonProj",0.99,17,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"discover.Emma studied on Saturday morning"
"3850",4186,149,7524,"F","F","Jackson ran 10 miles","confirm","13","C",0.98,18,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"confirm.Jackson ran 10 miles"
"3851",4187,149,9725,"F","F","Danny ate the last cupcake","know","11","NonProj",0.96,19,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"know.Danny ate the last cupcake"
"3852",4188,149,9137,"M","M","Josie went on vacation to France","hear","2","C",0.98,20,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"hear.Josie went on vacation to France"
"3857",4193,149,8463,"M","F","Zoe calculated the tip","pretend","10","NonProj",0.98,25,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"pretend.Zoe calculated the tip"
"3858",4194,149,8447,"F","F","Frank got a cat","inform","12","C",1,26,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"inform_Sam.Frank got a cat"
"3859",4195,149,7654,"M","M","Olivia sleeps until noon","be_right","4","C",0.99,27,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"be_right_that.Olivia sleeps until noon"
"3860",4196,149,12476,"F","M","Josh learned to ride a bike yesterday","acknowledge","16","C",0.99,28,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"acknowledge.Josh learned to ride a bike yesterday"
"3861",4197,149,7208,"F","F","Tony had a drink last night","be_annoyed","15","NonProj",1,29,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"annoyed.Tony had a drink last night"
"3862",4198,149,6795,"F","F","Charley speaks Spanish","establish","20","NonProj",0.99,30,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"establish.Charley speaks Spanish"
"3864",4200,149,7521,"M","F","Mia drank 2 cocktails last night","see","6","NonProj",0.99,32,33,"English","Yes",0,"Female","This is a fair hit. It did not take to long so pay  was reasonable and the instruction were simple. ",6.69,"see.Mia drank 2 cocktails last night"
"3865",4201,150,6641,"F","F","Charley speaks Spanish","think","20","NonProj",0.31,5,30,"english","Yes",0,"Female","",2.78,"think.Charley speaks Spanish"
"3869",4205,150,5624,"F","F","Jon walks to work","be_annoyed","19","NonProj",1,9,30,"english","Yes",0,"Female","",2.78,"annoyed.Jon walks to work"
"3870",4206,150,4861,"F","F","Jayden rented a car","demonstrate","14","C",0.99,10,30,"english","Yes",0,"Female","",2.78,"demonstrate.Jayden rented a car"
"3871",4207,150,5440,"M","F","Emily bought a car yesterday","pretend","8","NonProj",0.02,11,30,"english","Yes",0,"Female","",2.78,"pretend.Emily bought a car yesterday"
"3873",4209,150,5082,"F","F","Danny ate the last cupcake","reveal","11","NonProj",1,13,30,"english","Yes",0,"Female","",2.78,"reveal.Danny ate the last cupcake"
"3874",4210,150,3456,"M","F","Sophia got a tattoo","hear","5","C",0.25,14,30,"english","Yes",0,"Female","",2.78,"hear.Sophia got a tattoo"
"3875",4211,150,5366,"M","M","Zoe calculated the tip","inform","10","C",0.98,15,30,"english","Yes",0,"Female","",2.78,"inform_Sam.Zoe calculated the tip"
"3876",4212,150,3964,"F","F","Jackson ran 10 miles","see","13","NonProj",0.98,16,30,"english","Yes",0,"Female","",2.78,"see.Jackson ran 10 miles"
"3877",4213,150,2872,"F","M","Julian dances salsa","announce","18","C",0.96,17,30,"english","Yes",0,"Female","",2.78,"announce.Julian dances salsa"
"3878",4214,150,2718,"F","M","Owen shoveled snow last winter","admit","17","C",0.97,18,30,"english","Yes",0,"Female","",2.78,"admit.Owen shoveled snow last winter"
"3879",4215,150,2416,"F","F","Frank got a cat","acknowledge","12","C",0.97,19,30,"english","Yes",0,"Female","",2.78,"acknowledge.Frank got a cat"
"3880",4216,150,2774,"F","M","Josh learned to ride a bike yesterday","discover","16","NonProj",0.99,20,30,"english","Yes",0,"Female","",2.78,"discover.Josh learned to ride a bike yesterday"
"3881",4217,150,3085,"M","F","Grace visited her sister","be_right","9","C",0.98,21,30,"english","Yes",0,"Female","",2.78,"be_right_that.Grace visited her sister"
"3882",4218,150,2319,"M","M","Josie went on vacation to France","prove","2","C",0.95,22,30,"english","Yes",0,"Female","",2.78,"prove.Josie went on vacation to France"
"3883",4219,150,3500,"M","F","Mia drank 2 cocktails last night","say","6","C",0.36,23,30,"english","Yes",0,"Female","",2.78,"say.Mia drank 2 cocktails last night"
"3884",4220,150,3003,"F","M","Tony had a drink last night","establish","15","NonProj",0.98,24,30,"english","Yes",0,"Female","",2.78,"establish.Tony had a drink last night"
"3885",4221,150,2721,"M","F","Olivia sleeps until noon","know","4","NonProj",0.96,25,30,"english","Yes",0,"Female","",2.78,"know.Olivia sleeps until noon"
"3889",4225,150,2973,"M","F","Mary is pregnant","confess","1","C",0.99,29,30,"english","Yes",0,"Female","",2.78,"confess.Mary is pregnant"
"3890",4226,150,4553,"M","M","Isabella ate a steak on Sunday","confirm","7","C",1,30,30,"english","Yes",0,"Female","",2.78,"confirm.Isabella ate a steak on Sunday"
"3892",4228,150,3437,"M","M","Emma studied on Saturday morning","suggest","3","C",0.19,32,30,"english","Yes",0,"Female","",2.78,"suggest.Emma studied on Saturday morning"
"3893",4229,151,8721,"F","M","Tony had a drink last night","announce","15","C",1,5,36,"English","Yes",0,"Male","",4.22,"announce.Tony had a drink last night"
"3894",4230,151,5237,"F","F","Charley speaks Spanish","be_right","20","C",1,6,36,"English","Yes",0,"Male","",4.22,"be_right_that.Charley speaks Spanish"
"3896",4232,151,7372,"M","M","Mary is pregnant","think","1","NonProj",0.5,8,36,"English","Yes",0,"Male","",4.22,"think.Mary is pregnant"
"3897",4233,151,6631,"M","M","Mia drank 2 cocktails last night","establish","6","NonProj",1,9,36,"English","Yes",0,"Male","",4.22,"establish.Mia drank 2 cocktails last night"
"3898",4234,151,5282,"F","F","Jayden rented a car","acknowledge","14","C",0.99,10,36,"English","Yes",0,"Male","",4.22,"acknowledge.Jayden rented a car"
"3899",4235,151,7026,"F","M","Julian dances salsa","suggest","18","C",0.51,11,36,"English","Yes",0,"Male","",4.22,"suggest.Julian dances salsa"
"3900",4236,151,5042,"M","F","Sophia got a tattoo","demonstrate","5","C",1,12,36,"English","Yes",0,"Male","",4.22,"demonstrate.Sophia got a tattoo"
"3901",4237,151,4684,"M","F","Olivia sleeps until noon","admit","4","C",1,13,36,"English","Yes",0,"Male","",4.22,"admit.Olivia sleeps until noon"
"3902",4238,151,11045,"M","F","Grace visited her sister","pretend","9","NonProj",0.19,14,36,"English","Yes",0,"Male","",4.22,"pretend.Grace visited her sister"
"3903",4239,151,7774,"M","M","Emma studied on Saturday morning","inform","3","C",1,15,36,"English","Yes",0,"Male","",4.22,"inform_Sam.Emma studied on Saturday morning"
"3904",4240,151,5499,"F","F","Frank got a cat","say","12","C",1,16,36,"English","Yes",0,"Male","",4.22,"say.Frank got a cat"
"3907",4243,151,6164,"F","F","Danny ate the last cupcake","reveal","11","NonProj",1,19,36,"English","Yes",0,"Male","",4.22,"reveal.Danny ate the last cupcake"
"3908",4244,151,5616,"F","M","Jon walks to work","hear","19","C",1,20,36,"English","Yes",0,"Male","",4.22,"hear.Jon walks to work"
"3912",4248,151,5552,"M","F","Emily bought a car yesterday","confirm","8","C",1,24,36,"English","Yes",0,"Male","",4.22,"confirm.Emily bought a car yesterday"
"3914",4250,151,4268,"F","F","Jackson ran 10 miles","know","13","NonProj",1,26,36,"English","Yes",0,"Male","",4.22,"know.Jackson ran 10 miles"
"3915",4251,151,5248,"M","F","Isabella ate a steak on Sunday","see","7","NonProj",1,27,36,"English","Yes",0,"Male","",4.22,"see.Isabella ate a steak on Sunday"
"3916",4252,151,8440,"F","F","Josh learned to ride a bike yesterday","discover","16","NonProj",1,28,36,"English","Yes",0,"Male","",4.22,"discover.Josh learned to ride a bike yesterday"
"3917",4253,151,4692,"M","F","Josie went on vacation to France","prove","2","C",1,29,36,"English","Yes",0,"Male","",4.22,"prove.Josie went on vacation to France"
"3918",4254,151,10350,"M","M","Zoe calculated the tip","be_annoyed","10","NonProj",1,30,36,"English","Yes",0,"Male","",4.22,"annoyed.Zoe calculated the tip"
