workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
227,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36PW28KO4ZXPJWYBO4QH2J4W9E9AE7,227,Approved,Tue Jun 23 08:16:48 CEST 2015,Mon Jun 22 15:34:28 CEST 2015,Mon Jun 22 15:36:48 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},2.2897833333333333
228,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,384PI804XS2US25BXXDT2UWY1J6S0Z,228,Approved,Tue Jun 23 08:16:50 CEST 2015,Mon Jun 22 15:33:08 CEST 2015,Mon Jun 22 15:36:50 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},3.669566666666667
229,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3QEMNNSB2X028OMDL63DMAKL8U27DK,229,Approved,Tue Jun 23 08:17:44 CEST 2015,Mon Jun 22 15:34:40 CEST 2015,Mon Jun 22 15:37:44 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},3.02965
230,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,37M28K1J0QEXUCK32518ZZHOEM5AJS,230,Approved,Tue Jun 23 08:17:47 CEST 2015,Mon Jun 22 15:34:52 CEST 2015,Mon Jun 22 15:37:47 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},2.8436833333333333
231,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3I33IC7ZWF3XOGMVVKVG0IV7CBJ2AX,231,Approved,Tue Jun 23 08:17:57 CEST 2015,Mon Jun 22 15:36:04 CEST 2015,Mon Jun 22 15:37:57 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},1.85135
232,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,37TD41K0AHAEMU0R9D6DXVYZA83CSC,232,Approved,Tue Jun 23 08:18:19 CEST 2015,Mon Jun 22 15:35:48 CEST 2015,Mon Jun 22 15:38:19 CEST 2015,Mon Jun 22 17:55:01 CEST 2015,,,,,[],{},2.4891666666666667
233,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,354P56DE9K48AD5VIWY2H96L9XCS7Z,233,Approved,Tue Jun 23 08:18:37 CEST 2015,Mon Jun 22 15:36:11 CEST 2015,Mon Jun 22 15:38:37 CEST 2015,Mon Jun 22 17:55:02 CEST 2015,,,,,[],{},2.3620833333333335
234,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39L1G8WVWQSQFA5E31GS8R7WEVE31M,234,Approved,Tue Jun 23 08:19:00 CEST 2015,Mon Jun 22 15:36:17 CEST 2015,Mon Jun 22 15:39:00 CEST 2015,Mon Jun 22 17:55:02 CEST 2015,,,,,[],{},2.6806666666666668
235,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39N5ACM9HEOFB4DW5CSS00SGH3T9PC,235,Approved,Tue Jun 23 08:19:03 CEST 2015,Mon Jun 22 15:22:36 CEST 2015,Mon Jun 22 15:39:03 CEST 2015,Mon Jun 22 17:55:02 CEST 2015,,,,,[],{},0.91835
236,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3N8OEVH1FRR0XR51S1YV8QIF2XIOON,236,Approved,Tue Jun 23 08:19:10 CEST 2015,Mon Jun 22 15:35:45 CEST 2015,Mon Jun 22 15:39:10 CEST 2015,Mon Jun 22 17:55:02 CEST 2015,,,,,[],{},3.391366666666667
237,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3K4J6M3CXEUN3AU2UZG52MP8MUNGAT,237,Approved,Tue Jun 23 08:19:19 CEST 2015,Mon Jun 22 15:22:02 CEST 2015,Mon Jun 22 15:39:19 CEST 2015,Mon Jun 22 17:55:02 CEST 2015,,,,,[],{},3.3609833333333334
238,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39ZSFO5CA8XH9LY18AIZZ0TILPXUJO,238,Approved,Tue Jun 23 08:19:20 CEST 2015,Mon Jun 22 15:30:33 CEST 2015,Mon Jun 22 15:39:20 CEST 2015,Mon Jun 22 17:55:02 CEST 2015,,,,,[],{},8.706033333333334
239,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3KGTPGBS6XMH3P0T1PC70J71JEC2UA,239,Approved,Tue Jun 23 08:19:34 CEST 2015,Mon Jun 22 15:34:48 CEST 2015,Mon Jun 22 15:39:34 CEST 2015,Mon Jun 22 17:55:03 CEST 2015,,,,,[],{},4.711666666666667
240,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FFJ6VRIL1P5YO2FSLJFYSQBSL50IG,240,Approved,Tue Jun 23 08:19:39 CEST 2015,Mon Jun 22 15:36:09 CEST 2015,Mon Jun 22 15:39:39 CEST 2015,Mon Jun 22 17:55:10 CEST 2015,,,,,[],{},3.4627333333333334
241,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3IXQG4FA2TZD7ACMM7AR5GNR0ZFB9U,241,Approved,Tue Jun 23 08:19:45 CEST 2015,Mon Jun 22 15:36:51 CEST 2015,Mon Jun 22 15:39:45 CEST 2015,Mon Jun 22 17:55:10 CEST 2015,,,,,[],{},2.860333333333333
242,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,38BQUHLA9W1CXOKPFLJIGMTA7X4MO7,242,Approved,Tue Jun 23 08:19:50 CEST 2015,Mon Jun 22 15:32:29 CEST 2015,Mon Jun 22 15:39:50 CEST 2015,Mon Jun 22 17:55:10 CEST 2015,,,,,[],{},7.321166666666667
243,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,34T446B1C0FELLGF0BNTNPSGFGL0CE,243,Approved,Tue Jun 23 08:21:09 CEST 2015,Mon Jun 22 15:35:52 CEST 2015,Mon Jun 22 15:41:09 CEST 2015,Mon Jun 22 17:55:11 CEST 2015,,,,,[],{},5.259566666666666
244,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3A7Y0R2P2OP9QPSWDFTMJ7SMF7EXJJ,244,Approved,Tue Jun 23 08:21:25 CEST 2015,Mon Jun 22 15:36:39 CEST 2015,Mon Jun 22 15:41:25 CEST 2015,Mon Jun 22 17:55:11 CEST 2015,,,,,[],{},4.727916666666666
245,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3TEM0PF1Q5YOQDMT07I47VAY0GWD0Q,245,Approved,Tue Jun 23 08:24:24 CEST 2015,Mon Jun 22 15:37:03 CEST 2015,Mon Jun 22 15:44:24 CEST 2015,Mon Jun 22 17:55:11 CEST 2015,,,,,[],{},3.0067333333333335
246,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,378XPAWRUCE1Z10XKNG8NY2O17GAIG,246,Approved,Tue Jun 23 08:24:54 CEST 2015,Mon Jun 22 15:34:51 CEST 2015,Mon Jun 22 15:44:54 CEST 2015,Mon Jun 22 17:55:11 CEST 2015,,,,,[],{},3.48485
247,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3OXV7EAXLERLMW6B97S93NYDM6U36K,247,Approved,Tue Jun 23 08:34:43 CEST 2015,Mon Jun 22 15:36:43 CEST 2015,Mon Jun 22 15:54:43 CEST 2015,Mon Jun 22 17:55:11 CEST 2015,,,,,[],{},17.962066666666665
248,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3EICBYG644XLNRH1MJXZ5U7CEPQJC3,248,Approved,Tue Jun 23 08:35:59 CEST 2015,Mon Jun 22 15:38:59 CEST 2015,Mon Jun 22 15:55:59 CEST 2015,Mon Jun 22 17:55:11 CEST 2015,,,,,[],{},2.9373666666666667
249,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,34QN5IT0TZSC9IQ2JZ7OL3WXPP0088,249,Approved,Tue Jun 23 08:38:49 CEST 2015,Mon Jun 22 15:35:22 CEST 2015,Mon Jun 22 15:58:49 CEST 2015,Mon Jun 22 17:55:12 CEST 2015,,,,,[],{},2.0292833333333333
